0,companies
1,provide
2,this
3,heavily
4,involved
5,n
6,environmental
7,issues
8,national
9,legislators
10,disposal
11,bill
12,continue
13,suparfund
14,which
15,detailed
16,cma
17,action
18,continues
19,toxic
20,prevention
21,requires
22,reporting
23,concerning
24,industry
25,operations
26,risk
27,reduction
28,cessation
29,issue
30,affairs
31,active
32,all
33,toxlc
34,policy
35,rapidly
36,growing
37,insurance
38,actively
39,interested
40,auspices
41,american
42,council
43,material
44,transportation
45,public
46,compensation
47,chronic
48,media
49,attention
50,first
51,anniversary
52,chemicals
53,analysis
54,headlines
55,reauthor
56,gained
57,nto
58,from
59,might
60,following
61,accident
62,intense
63,interest
64,potential
65,united
66,stories
67,questions
68,adequacy
69,institute
70,question
71,their
72,retrospective
73,chemical
74,pennsylvania
75,design
76,included
77,de
78,relating
79,proectlve
80,responsive
81,rationale
82,period
83,contention
84,generation
85,little
86,sites
87,victory
88,briefs
89,convinced
90,decide
91,carriers
92,antitrust
93,while
94,likely
95,entire
96,exemptions
97,settling
98,allocation
99,increased
100,victoryl
101,recommendations
102,intended
103,pipelines
104,substantial
105,savings
106,estlmatad
107,against
108,mechanism
109,final
110,raise
111,submitted
112,approximately
113,disadvantages
114,possible
115,congressional
116,x
117,increase
118,fivefold
119,freezing
120,excise
121,finance
122,committee
123,funding
124,again
125,reauthorize
126,feedstocks
127,president
128,representatves
129,compromise
130,commlttee
131,include
132,requirement
133,certain
134,neither
135,contains
136,begin
137,appointed
138,detail
139,provides
140,guidance
141,relations
142,agressively
143,consider
144,represenative
145,rostenkowski
146,strike
147,until
148,without
149,passing
150,continued
151,different
152,implementation
153,list
154,primary
155,mandating
156,analytical
157,contingency
158,authorized
159,intervene
160,challenging
161,requirements
162,service
163,dedicated
164,during
165,washington
166,associated
167,ally
168,mall
169,ottaway
170,detroit
171,scripps
172,services
173,chicago
174,tribune
175,eight
176,officers
177,radio
178,especially
179,extensive
180,alternative
181,specially
182,economic
183,propriety
184,version
185,contributed
186,depending
187,assisted
188,preparation
189,written
190,materials
191,immediately
192,advertisement
193,urging
194,cleaning
195,site
196,regional
197,offices
198,community
199,stations
